time,cid,rule,direction,bars,pnl_R,exit
2025-05-02 15:00:00,0,RL,1,7,-4.726665842502161,hard_sl
2025-05-02 15:10:00,0,RL,1,4,-4.016820625947975,hard_sl
2025-05-02 15:40:00,0,RL,1,60,0.41946175261828117,max
2025-05-02 16:55:00,0,RL,1,60,2.896688366827025,max
2025-05-02 17:15:00,0,RL,1,60,1.928026172300998,max
2025-05-02 17:20:00,0,RL,1,60,0.8062597809076255,max
2025-05-02 17:45:00,0,RL,1,59,3.701944532993223,ml_exit
2025-05-02 17:50:00,0,RL,1,60,3.9570135746605484,max
2025-05-02 18:20:00,0,RL,1,59,4.6182087891711525,ml_exit
2025-05-02 19:35:00,0,RL,1,59,10.905532359081489,ml_exit
2025-05-02 19:40:00,0,RL,1,59,10.267833229175986,ml_exit
2025-05-02 20:15:00,0,RL,1,60,8.611454239191435,max
2025-05-07 03:30:00,0,RL,1,59,2.2006594441827207,ml_exit
2025-05-07 12:25:00,4,RL,-1,60,0.5039249473483052,max
2025-05-07 18:15:00,4,RL,-1,60,1.1670072992700804,max
2025-05-08 00:25:00,4,RL,-1,16,-4.712833195933023,hard_sl
2025-05-08 01:45:00,4,RL,-1,59,11.371504660452885,ml_exit
2025-05-08 06:35:00,4,RL,-1,60,-1.7078731852587314,max
2025-05-08 13:55:00,4,RL,-1,60,8.821938153079104,max
2025-05-13 13:55:00,3,RL,-1,9,-4.122662026968248,hard_sl
2025-05-13 14:20:00,3,RL,-1,60,-2.2624521072796853,max
2025-05-13 17:15:00,3,RL,-1,58,-4.170298165137551,hard_sl
2025-05-14 05:25:00,3,RL,-1,8,-4.0427443837280395,hard_sl
2025-05-14 05:40:00,3,RL,-1,60,-0.9820388349513957,max
2025-05-14 07:40:00,3,RL,-1,60,9.362012675244795,max
2025-05-14 13:00:00,3,RL,-1,60,0.4360357010040828,max
2025-05-14 13:25:00,3,RL,-1,60,1.1493926766557687,max
2025-05-14 13:55:00,3,RL,-1,59,2.3889211698624946,ml_exit
